sentence,label_name
"is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type ",negative
dysfunctional drama ,negative
a disney pic ,positive
cinematic knack ,positive
"in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care ",negative
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs ,positive
kim ki-deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested . ,negative
"why , for instance , good things happen to bad people ",negative
"little action , almost no suspense or believable tension , one-dimensional characters up ",negative
uninspired story ,negative
terribly episodic and lacking the spark of imagination that might have made it an exhilarating ,negative
in the pianist ,positive
the cinematic equivalent ,positive
his passion ,positive
the bottom of the barrel ,negative
"when all is said and done , she loves them to pieces -- and so , i trust , will you . ",positive
is elevated by michael caine 's performance as a weary journalist in a changing world . ,positive
the best ` old neighborhood ' project ,positive
this colorful bio-pic ,positive
can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities ,negative
in a light-hearted way the romantic problems ,positive
wonderful ,positive
"tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo ",negative
"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . ",positive
to make their way through this tragedy ,negative
"have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ",negative
"contrived , nonsensical and formulaic ",negative
has a feel for the character at all stages of her life ,positive
it 's just merely very bad . ,negative
it 's definitely a step in the right direction . ,positive
exceptional lead performances ,positive
"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",positive
beat-the-clock thriller ,positive
from the movie gods ,positive
"as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ",negative
that ultimately coheres into a sane and breathtakingly creative film ,positive
any of these despicable characters ,negative
may seem disappointing in its generalities ,negative
casting excellent latin actors of all ages ,positive
"'s a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today . ",positive
it 's pleasant enough ,positive
", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill ",negative
episode ii -- ,positive
"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and ",positive
's not too fast and not too slow . ,positive
staggered from the theater and blacked out in the lobby ,negative
the wounds of the tortured and self-conscious material ,negative
"old-fashioned , occasionally charming ",positive
eventually the content is n't nearly as captivating as the rowdy participants think it is . ,negative
promises a new kind of high but delivers the same old bad trip ,negative
no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ,negative
yet another visit ,negative
profoundly stupid affair ,negative
"nothing happens , ",negative
dumb and cheesy ,negative
"by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story . ",negative
together with a supremely kittenish performance that gradually accumulates more layers ,positive
"this misty-eyed southern nostalgia piece , ",positive
stunningly trite ,negative
its amiable jerking ,negative
is a lumbering load of hokum but ,negative
