Aspect Category,News Headlines
Crime,ڪراچي: سمنڊ مان ڊاڪٽرياڻي جو لاش ملڻ جو معاملو، پوسٽ مارٽم رپورٽ ۾ نوان انڪشاف
Politics,ٻئي طرف ڪارڪنن سان افطار ڊنر دوران ڳالهائيندي عمران خان چيو ته نواز شريف وٽ رڳو پئسو آهي عزت ناهي، هي لنڊن ۾ گهر کان ٻاهر نٿو نڪري سگهي، جيڪڏهن پئسو خرچ ڪري عزت ڪمائي سگهجي ها ته زرداري ۽ نواز شريف وڌيڪ عزت وارا هجن ها، ڪنهن کي عزت ڏيڻ فقط الله تعاليٰ جي هٿ ۾ آهي.
Sports,بابر جي ڪور ڊرائيو ڪوهلي کان وڌيڪ بهتر آهي: ڊيوڊ ملر
Politics,ڪو به قانون اليڪشن ڪميشن کي چونڊ ملتوي ڪرڻ جو اختيار نه ٿو ڏئي، ايمرجنسي لڳائي ئي چونڊ ملتوي ڪري سگهجي ٿي؛
Politics,”پ پ ايندڙ چونڊن ۾ ڪراچي مان سرپرائز ڏيندي“
Crime,اسٽيلز ملز مان چوري ٿيندڙ سامان ۾ پوليس ملوث نڪتي، جوابدار جي ڇرڪائيندڙ وڊيو ڏسو
Crime,گهوٽڪي ۾ پوليس جي ڪارروائي، 8 جوابدار، هڪ جوابدار جعلي ڪرنسي سميت گرفتار.
Politics,سپريم ڪورٽ فقط هڪ جج نه آهي اهو آئين ۾ لکيل آهي.
Politics,جارجيا ۾ پرڏيهي ايجنٽس بابت پاس ڪيل قانون خلاف عورتن ۽ مردن جو پارليامينٽ ٻاهران احتجاج
Crime,اي سيڪشن ٿاڻي جي حد ۾ پوليس مقابلي ۾ هڪ جوابدار مارجي ويو.
Politics,سنڌ جي فدائي، حشو ڪيولرماڻيءَ جي 104 هين سالگرهه، ڀيٽا پيش
Sports,رپورٽ ۾ ٻڌايو ويو آهي تھ پيٽرا ڪويٽووا جي ڪيريئر ۾ هي 30 ڊبليو ٽي اي جو ٽائيٽل آهي.
Politics,آدم شماري ۾ فراڊ ٿيو ته نتيجا تسليم نه ڪنداسين: ٺهراءُ
Politics,اسد عمر اها درخواست کڻي چيف جسٽس جي عدالتي ڪمري ڏانهن ويو، جنهن کانپوءِ هو اسلام آباد هاءِ ڪورٽ بار ايسوسيئيشن ڀرسان لائبريري ۾ پهتو، جتان ٻاهر نڪرڻ تي اسلام آباد پوليس جي دهشتگردي ٽوڙ اسڪواڊ کيس گرفتار ڪري ورتو.
Politics,شرجيل ميمڻ، ثاقب نثار کي مُلڪي تاريخ جو تڪراري ترين جج قرار ڏئي ڇڏيو
Politics,ايم ڪيو ايم آدمشماري نتيجن کي رد ڪري ڇڏيو
Sports,بابر اعظم ڳاله ئي ناهي مڃيندو: ڪوچ جو انڪشاف
Politics,سينيٽ ٽيڪس قانونن ۾ ترميمي بل جي منظوري لاءِ ٺهراءُ پاس ڪندو
Crime,ترجمان موجب گرفتار جوابدارن ۾ صوفي احمد يار، منصور احمد، محمد انصر ۽ ساجد اللھ شامل آھن جيڪي پنجاب ۽ ڪي پي پوليس کي گھربل ھئا.
Crime,ڪراچي: ڪولڊ ڊرنڪ ۾ مک جو الزام ثابت نه ٿيڻ تي شهري تي 20 هزار رپيا ڏنڊ
Sports,اڳوڻي ڀارتي ڪپتان مهيندر سنگهه ڌوني کي ڇا ٿيو آهي؟
Politics,سانگهڙ، ميرپور خاص، عمرڪوٽ، ٿرپارڪر، اڪري چودڳي، نوابشاهه، ڪنڌڪوٽ، قمبر ۽ ٻين علائقن ۾ به ڳڻپ جاري آهي.
Politics,فيفا ورلڊ ڪپ: ايراني حڪومت جا حامي ۽ مخالف مداح آمهون سامهون
Politics,هن چيو جڏهن بينظير ڀٽو شهيد ٿي ته اسان پاڪستان کپي جو نعرو هنيو، اڄوڪو صدر مڃي ٿو ته جيڪڏهن مان ڪو ٻيو نعرو هڻان ها ته پاڪستان نه بچي ها، ٽي ٽي پي جا ٿريٽس مون کي به هئا پر جتي ماڻهو گهرائيندا اسين ضرور وينداسين پوءِ جيڪو ٿيو سو ڏٺو ويندو، اسان ته بلوچستان به وينداسين ۽ خيبر پختونخوا به وينداسين، اسان ملڪ کي بچائيندا آيا آهيون، هاڻ به بچائينداسين، جيستائين سسي ۾ ساهه آهي جمهوريت کي هلائينداسين ۽ سنوارينداسين. هن چيو ته اسان ڪڏهن به مذهب کي سياست ۾ استعمال نه ڪيو آهي، مون وڏا لاها چاڙها ڏٺا، مون وٽ سمورا راز آهن، ڪجهه راز شيئر ڪري سگهان ٿو ڪجهه نه ڪندس، ملڪ ڪڏهن به ڊيفالٽ نه ٿيندو، پنهنجي چوٿين نسل لاءِ ٽٽل پاڪستان نه ڇڏي ويندس، مضبوط ۽ پورو پاڪستان ڏئي ويندس.
Politics,تڪراري ليکڪ طارق فتح ڊگھو عرصو بيمار رهڻ کان پوءِ لاڏاڻو ڪري ويو
Politics,هن چيو ته مشرف به معزرت واري انداز ۾ شهيد محترمه مٿان داخل ڪيل ڪيسن کي ڪوڙو مڃيو هو.
Politics,پاڪستان تحريڪ انصاف (پي ٽي آ) جي جيل ڀريو تحريڪ لاهور مان شروع ٿي وئي، پارٽي چيئرمين عمران خان اعلان باوجود گرفتاري نه ڏني، وائيس چيئرمين شاهه محمود قريشي، جنرل سيڪريٽري اسد عمر، سينيٽر اعظم سواتي، پنجاب جي اڳوڻي گورنر عمر سرفراز چيما سميت ڪيترن ئي اڳواڻن ۽ ڪارڪنن گرفتاري ڏئي ڇڏي، جن کي ڪوٽ لکپت جيل منتقل ڪيو ويو آهي
Crime,پوليس ٻڌايو ته پب جي مينيجر جي حيثيت سان ڪم ڪندڙ ڊرمودي سان گڏ ويندڙ ماڻهن چيو ته هن هڪ زوردار رڙ جو آواز ٻڌو جنهن کان پوءِ پاڻي ۾ ڪجهه ڪِرڻ جو زوردار آواز آيو.
Politics,عمران خان جو چوڻ هو ته آءِ ايس پي آر صاحب غور سان ٻڌو.
Politics,ملير جي عدالت اڳوڻي وفاقي پي ٽي آءِ جي صوبائي صدر علي زيدي جي بريت واري درخواست رد ڪري ٽن ڏينهن جي جسماني رمانڊ تي پوليس حوالي ڪري ڇڏيو آهي.
Sports,پي سي بي موجب ون ڊي سيريز جي ٻن ميچن جي ميزباني پنڊي کي ڏني آهي، باقي 3 ميچ ڪراچي ۾ ٿيندا.
Crime,پوليس دعويٰ ڪئي هئي ته جوابدار هني ٽريپ ۾ ڦاسي پنهنجي آفيس مان فوج بابت ڳجهن دستاويزن جا فوٽو لِڪي ڪري پنهنجي موبائل تان ڪڍي عورت کي موڪلڻ شروع ڪري ڇڏيا.
Politics,”آزادي مارچ ۾ عوام جي جوش جي ڪري ڪنٽينر ڪِولين جي رفتار سان هلي رهيو آهي“
Politics,اسٽيبلشمينٽ جي ضرورت ناهي، عوام مون سان گڏ آهي:عمران خان
Crime,ننگرپارڪر ۾ نوجوان جو وڻ ۾ ٽنگيل لاش مليو
Politics,وزيراعظم شهباز شريف جي صدارت هيٺ وفاقي ڪابينا جو اجلاس ٿيو، جنهن ۾ ملڪ جي مجموعي صورتحال تي تفصيلي غور ويچار ڪيو ويو.
Politics,انصاف ۾ دير ڪرڻ انصاف ناهي، انصاف نظر اچڻ گهرجي، هي قانون پاس ٿيو ته سلام پيش ڪريان ٿو.
Crime,ٽنڊوالھيار: ٽنڊوالھيار شھر جي علائٔقي اشفاق ٽائٔون ۾ 6 ورھين معصوم نينگر سان مبينا جنسي زيادتي ڪئي وئي.
Sports,پاڪستان فٽبال فيڊريشن مالديپ خلاف دوستاڻي ميچ لاءِ پاڪستان جي فٽبال ٽيم جو اعلان ڪري ڇڏيو آهي
Sports,ميڊيا مطابق گالي جي ميدان تي شروع ٿيل ٽيسٽ ميچ جي پهرين ڏينهن سريلنڪن بالرن کي آئرش بيٽرن بيوس بڻائي ڇڏيو آهي، جن مان اوپنر جيمس مڪولم 10 ۽ پي جي مور 5 رنسن تي تڪڙا آئوٽ ٿي ويا، جنهن بعد اينڊريو بالبرني 14 چوڪن جي مدد سان 95 رنسن جي شاندار اننگز کيڏي اسڪور اڳيان وڌايو، جنهن بعد هيري ٽيڪٽر 18 رنسون ٺاهي سگهيو، بعد ۾ پال اسٽرلنگ 74 رنسن تي رٽائرڊ ٿي ويو.
Sports,ذريعن جو چوڻ آهي تھ پاڪستان ۽ ڀارت جون ميچون نيوٽرل جڳهه تي ڪرائڻ واري هائبرڊ ماڊل جي تجويز کي پاڪستان ايشين ڪرڪيٽ ڪائونسل ۾ رد ڪري چڪو آهي.
Crime,برازيل ۾ ڇاتيءَ جي ڪينسر جو ڊرامو ڪري ماڻهن کان مدد جي نالي تي رقم وٺندڙ ڇوڪري پڪڙجي پئي.
Crime,مڇريل ماڻهن روڊ بند ڪري ڇڏيو ۽ ڀڃ ڊاهه به ڪئي.
Sports,هوڏانهن ٻئي ڪوارٽر فائنل ۾ بيلاروس جي آريانا سيبالينڪا آمريڪي رانديگرياڻي ڪوڪو گاف کي هارائي سيمي فائنل ۾ پهتي، هاڻ آريانا سيبالينڪا ۽ ماريا سڪاري وچ ۾ فائنل ۾ رسائي جو مقابلو اڄ ٿيندو.
Politics,جوابدار جي پيشي ضروري آ، حفاظتي ضمانت لاءِ عمران خان کي ايمبولينس ۾ آڻڻ جو حڪم
Sports,سريلنڪا رنسن جو جبل ٺاهي ورتو، آئرلينڊ 54 تي 2 وڪيٽون وڃائي ڇڏيون
Politics,چين کي يوڪرين جنگ ۾ روس جي مدد ڪرڻ جا نتيجا ڀوڳڻا پوندا: آمريڪا
Crime,ٻنهي ڌرين وچ ۾ فائرنگ جي ڏي وٺ دوران چار ڄڻا مارجي ويا جڏهن ته 8 ڄڻا زخمي ٿي پيا،
Politics,پرويز الاهي جي گرفتاري لاءِ پوليس ڪاروائي: پنجاب جي نگران وڏي وزير جو ردعمل
Crime,ڪراچي مان اغوا ٿيل ڇوڪري سجاول مان آزاد
Politics,نور مقدم قتل ڪيس ۾ سزا يافتا ڏوهاري ظاهر جعفر پنهنجي درخواست ۾ استدعا ڪئي آهي ته اسلام آباد هاءِ ڪورٽ جي موت جي سزا وارو فيصلو ڪالعدم قرار ڏئي آزاد ڪرڻ جو حڪم ڏنو وڃي
Crime,واقعي ۾ هڪ شخص فوت ٿي ويو، جنهن جي سڃاڻپ 46 ورهين جي علي اصغر پٽ برهان الدين جي نالي سان ٿي آهي
Politics,پيادل مارچ، هاڻي اسٽيبلشمينٽ کي پ پ مان هٿ ڪڍي جهموري نظام آڻڻو پوندو: زين شاهه
Crime,شڪارپور ۾ فائرنگ، 2 ڄڻا مارجي ويا، 1 زخمي، اسپتال منتقل.
Crime,گورنر هائوس جي ٻاهران ڪار چوري ٿي وئي.
Politics,ڪميٽي سفارش ڪئي ته نوان انتظامي يونٽ ٺاهڻ تي مڪمل پابندي، صوابديدي گرانٽس ۽ سيڪريٽ سروس فنڊ منجمد ڪيو وڃي
Politics,تحريڪ انصاف جي چيئرمين عمران خان چيو آهي ته جڊيشل ڪمپليڪس ۾ سوشل ميڊيا تي ڪنهن جو به وس ناهي، هي فوج به منهنجي آهي ۽ ملڪ به منهنجو آهي، تحريڪ انصاف کي فوج سان وڙهائڻ جي سازش ڪئي پئي وڃي.
Crime,مسڻ وڏي: مسڻ ٿاڻي جي ايس ايڇ او نورالدين ملاح جي اڳواڻي ۾ پوليس يوسي سلطان آباد جي ڳوٺ حاجي لکانو ڪوري ڀرسان ڪچي شراب جي بٺي تي ڇاپو هڻي 410 ليٽر ڪچو شراب هٿ ڪري جوابدار امرشي پٽ کامو ڪولهي کي گرفتار ڪري مٿس ڪيس داخل ڪيو
Politics,آمريڪي ڪانگريس ۾ به عمران خان جا هڏڏوکي موجود، صدر بائيڊن تائين دانهن پهچي وئي
Politics,معزز جج صاحبان جي چار ٽن جي فيصلي کي ٽن ٻن جي فيصلي ۾ تبديل ڪري ملڪ ۾ انتشار فهلائڻ جي ڪوشش ڪئي پئي وڃي. هن چيو ته شروع کان وٺي پيپلزپارٽي کي تعصب جو نشانو بڻايو ويو آهي
Crime,ڪراچي جي صادق آباد مان لاش مليو.
Crime,غيرت جي نالي تي ڌيءَکي قتل ڪندڙ پاڪستاني جوڙو اسپين مان گرفتار
Politics,نئين آرمي چيف جو اعلان ٿيو ته عمران خان جي جلسي سان ڪهڙو فرق پوندو؟ نثار کهڙو
Sports,ذريعن موجب، پاڪستان کي جولاءِ ۾ ٻن ٽيسٽ ميچن جي سيريز لاءِ سريلنڪا جو دورو ڪرڻو آهي جيڪو آءِ سي سي ٽيسٽ چيمپيئن شپ جي ايندڙ سائيڪل جو حصو آهي.
Politics,هن نيب آفيسر کي هدايت ڪندي چيو ته نيب چيئرمين کي ٻڌايو ته ڪميٽي ۾ اچي
Sports,مشفق الرحيم ٽي ٽوئنٽي ڪرڪيٽ تان رٽائرمينٽ جو اعلان ڪري ڇڏيو
Politics,جتي اليڪشن متاثر ٿي اتي ٻيهر چونڊن بابت اهم اعلان
Sports,پاڪستان ۽ ڀارت پاران هڪٻئي جي ملڪن ۾ نھ کيڏڻ واري فيصلي بعد امڪان آهي تھ ٻنهي ايونٽن ۾ پاڪستان ۽ ڀارت جا ميچ ڪنهن ٽئين يعني نيوٽرل جڳهه تي ڪرايا ويندا.
Politics,”چوڌري شجاعت عمران خان جو ساٿ ڏئي ته باضمير، آصف زرداري جو ساٿ ڏئي ته غلط“
Politics,اليڪشن ڪميشن مڪاني چونڊن لاءِ تيار، سنڌ هاءِ ڪورٽ فيصلو محفوظ ڪري ورتو
Politics,سليم مانڊوي والا جو چوڻ هو ته پي ايس او جا فيول ڪارڊ مليا آهن اُهي بند ڪرايو.
Sports,ڪراچي ڪنگز جو جيمز ونس پي ايس ايل اڌ ۾ ڇڏي بنگلاديش هليو ويو!
Sports,هوڏانهن پي سي بي موجب ٽڪيٽن جي قيمت جنرل انڪلوزر 250 رپيا، فرسٽ ڪلاس 500 رپيا، پريميئم 1000 رپيا، وي آئي پي 2000 رپيا ۽ وي وي آئي پي انڪلوزر 3000 رپيا مقرر ڪئي وئي آهي
Crime,اسلام آباد پوليس موجب مولانا عبدالشڪور ميريئٽ هوٽل کان سيڪريٽريٽ چوڪ ڏانهن وڃي رهيو هو ته ڊبل ڪيبن گاڏي مولانا عبدالشڪور جي ڪار کي ٽڪر هنيو
Politics,بني گالا ۾ ٻن ڪمرن کي بلٽ پروف ڪرڻ جو ڪم شروع
Sports,ان کانسواءِ ايشز سيريز لاءِ بين ڊِڪٽ، ڊين لارنس، جيڪ ليچ، اولي پوپ، ميٿيو پوٽس، اولي رابنسن، جوئي روٽ، ڪرس ووڪس ۽ مارڪ ووڊ کي به انگلينڊ جي اسڪواڊ جو حصو بڻايو ويو آهي.
Crime,اسڪاٽ لينڊ ۾ اي ٽي ايم مان پئسا ڪڍڻ واري نوجوان کي ڦريو ويو آهي، ڦورو ايترو بدحواس هو جو کيس اندازو ئي نه ٿي سگهيو ته هُو پنهنجي ئي پُٽ کي ڦر ڪري رهيو آهي.
Crime,ڌاڙيلن خلاف جديد هٿيارن سان آپريشن،ٽول پلازن تي سي سي ٽي وي ڪيمرائن جو فيصلو
Sports,ميڊيا مطابق وسيم اڪرم ڀارتي ميڊيا سان ڳالهه ۾ ٻڌايو تھ پاڪستان وٽ شاهين آفريدي جهڙو تيز بالر آهي، جيڪو ڪيريئر جي بهترين فارم مان گذري پيو، اهڙي ريت حارث رئوف، نسيم شاهه، محمد حسنين، احسان الله بھ موجود آهن.
Politics,جڏهن ته ڪانفرنس جي صدارت پي پي پي سنڌ جي صدر نثار کهڙي ڪئي ۽ سنڌ جي وڏي وزير سيد مراد علي شاهه خصوصي شرڪت ڪري ڪانفرنس کي بريفنگ ڏني.
Crime,هن ٻڌايو ته اهو پهريون واقعو ناهي ان کان اڳ به 2 ڀيرا هن سان اهو ئي واقعو پيش آيو آهي جنهن سبب هاڻ هو جاگنگ تي وڃڻ جي حُوالي سان گھڻو ڊنل آهي.
Politics,بختاور ڀٽو زرداري جو ڪراچي چڙيا گهر کي بند ڪرڻ جو مطالبو
Politics,شهباز شريف چيو ته شاهدرا فلاءِ اوور جي تعمير پنجاب حڪومت جو منصوبو آهي ۽ اسان ميٽرو بس سروس کي ڪالا شاهه ڪاڪو تائين وٺي وينداسين، جيتوڻيڪ هي منصوبو مون پنهنجي وڏ وزارت دوران ڇڏيو هو
