Aspect Category,News Headlines
Crime,ڪوٽ غلام محمد: ڪوٽ غلام محمد لڳ ڳوٺ بکوري ويجھو 19 سالن جي نوجوان نندلال ولد وشنو ڀيل گھر اندر ڳچي ۾ رسو ٻڌي مبينا خودڪشي ڪري ڇڏي
Sports,پاڪ – انگلينڊ ٽيسٽ سيريز بابت اهم خبر
Crime,مون کي نه ڳولجو: شهدادپور ۾ بکايل چور اسڪول جي بليڪ بورڊ تي درد ڪٿا لکي ويو !
Politics,ڪراچي: پي ٽي آءِ اڳواڻ علي زيدي گرفتار
Politics,شھزاد شيخ غير سرڪاري غير حتمي نتيجن مطابق 1114 ووٽ حاصل ڪري ڪاميابي ماڻي
Politics,پيپلز پارٽي جي اڳواڻ سينيٽر تاج حيدر چيو آهي ته هاڻوڪي آدمشماري 2017ع واري آدمشماري کان به وڌيڪ خراب آهي، سنڌ جي آبادي 3 ڪروڙ گهٽ ڏيکاري وئي آهي.
Politics,ان کان اڳ اسلام آباد هاءِ ڪورٽ ۾ عمران خان جي ضمانت جي درخواستن تي ٻڌڻي ٻيهر شروع ٿي ته ڊي جي نيب عرفان بيگ ۽ ڊپٽي پراسيڪيوٽر جنرل نيب سردار مظفر پيش ٿيا.
Sports,انگلش ڪرڪيٽ بورڊ کي مجموعي ڪمائي جو ڇهه ڏهائي اڻاسي سيڪڙو، ڪرڪيٽ آسٽريليا کي ڇهه ڏهائي پنجويهه سيڪڙو ۽ پاڪستان کي پنج ڏهائي پنجهتر سيڪڙو ڏيڻ جي تجويز پيش ڪئي وئي آهي.
Sports,دوري دوران اسٽار فٽبالر جده جي هڪ سالياني تهوار ۾ شرڪت ڪئي هئي.
Politics,آڻيندڙ به پنهنجي بدترين انجام تي پهتا، عمران جي سياست به پنهنجي انجام ڏانهن وڌي رهي آهي.
Crime,بدفعلي ڪيس ۾ آزاد ٿيل سارنگ شر ٻيهر گرفتار
Politics,ذريعن موجب وفاقي ڪابينا نيب قانون ترميمي آرڊيننس جي مسودي جي سرڪيوليشن سان منظوري ڏني.
Crime,يورپي شهري پوليس اسٽيشن ۾ چوري جي واردات جي حوالي سان اقبالي بيان رڪارڊ ڪرائي ڇڏيو.
Crime,ريسٽورينٽ ۾ باهه لڳي وئي، 13 ڄڻا سڙي فوت، ڪيترائي زخمي
Politics,پي ٽي آءِ عدليا بچايو مھم جي سلسلي ۾ سياسي جماعتن سان رابطن جي شروعات ڪري ڇڏي.
Sports,پاڪستاني بيٽر ٽي هزار رنسون مڪمل ڪندڙ تيز ترين ايشين بيٽر بڻجي ويو آهي
Sports,ذريعن موجب عمر گل 6 اپريل کان قذافي اسٽيڊيم لاهور ۾ شروع ٿيندڙ ٽريننگ ڪيمپ ۾ شرڪت ڪندو.
Politics,رهواسين جو ٽائون موڙ وٽ ڌرڻو، گرفتار ڪيلن کي فوري طور آزاد ڪري ڌرتي ڌڻين سان ناانصافون بند ڪرڻ جو مطالبو.
Politics,ڀارتي فورسز 34 سالن دوران 96 هزار 163 ڪشميري شهيد ڪيا: رپورٽ
Sports,پاڪستان جي ويمنز ڪرڪيٽ ٽيم جي نئين مقرر ٿيل ڪپتان ندا ڊار چيو آهي تھ ڪپتاني ملڻ سان تمام وڏي ذميواري اچي وئي آهي
Politics,”وڪيل مرضي سان هڙتال ٿو ڪري ته پوءِ عدالتي نظام ئي بند ڪري ڇڏيون“
Politics,پ پ ڪراچي کي لاڙڪاڻو ۽ حيدرآباد کي دادو بڻائڻ چاهي ٿي: وسيم اختر
Crime,ڪراچي ۾ ڀڃ ڊاهه ۽ بدامني پکيڙيندڙ 250 ڄڻن کي گرفتار ڪيو ويو
Politics,پي ٽي آئي جي سرڪس ڪمپني جو حشر دنيا ڏسي ورتو:شرجيل ميمڻ
Politics,جنهن تي اڳوڻي وزيراعظم جي وڪيل چيو ته اهو لفظ اڳوڻو وزيراعظم ئي سمجهيو وڃي.
Politics,26 ورهين جي ڇوڪري موسمياتي وزير بڻجي وئي !
Crime,جتان ليٽر وٺي سول اسپتال دادو پهتا، پر نوجوان فوت ٿي ويو. فوتي جو مڙهه ضروري ڪاروائي بعد وارثن حوالي ڪيو ويو، نوجوان جو مڙهه ايمبولنس ذريعي ڳوٺ پهتو ته گهر ۾ ڪهرام مچي ويو.
Politics,اليڪشن ڪميشن کي آزاد ڪشمير جي نئين وزيراعظم لاءِ چونڊ ڪرائڻ جو حڪم
Politics,شاهد خاقان عباسي نيب کي ختم ڪرڻ جو مطالبو ڪري ڇڏيو
Politics,چيف جسٽس چيو ته ٻن ججز ٻڌڻي کان معذرت ڪئي آهي، جيڪو انهن جو آئيني حق آهي هن چيو ته پاڪستان بار ايسوسيئيشن جي چيئرمين کي دليل ڏيڻ کان روڪي ڇڏيو
Sports,پاڪستان ڪرڪيٽ بورڊ نيوزيلينڊ خلاف ٽي 20 ۽ ون ڊي سيريز جي حوالي سان امپائرن جي پينل جو اعلان ڪري ڇڏيو آهي، جنهن ۾ عليم ڊار کي پڻ شامل ڪيو ويو آهي
Politics,آزاد اميد وار عبدالڪريم ٿھيم ٽوٽل 636 ووٽ کڻي ھارائي ويو.
Politics,مودي سرڪار ڀارتي ڪرڪيٽ بورڊ کي پاڪستان خلاف اهم ٽاسڪ ڏئي ڇڏيو
Politics,2018ع ۾ ” پراجيڪٽ عمران خان “ جي نئين سر شروعات جو مقصد پاڪستان ۾ ڪيئي آئيني ۽ سياسي سڌارا آڻڻ هو.
Sports,ڀارت خلاف جمعي کان شروع ون ڊي سيريز جي آسٽريلوي ڪپتاني سمٿ حوالي
Politics,سکر موٽروي تقريب: راشد محمود سومري جي سنڌ حڪومت تي تنقيد، نوان صوبا رد
Politics,اليڪشن ڪميشن مان جاري عمران خان ۽ فواد چوڌري جا گرفتاري وارنٽ معطل
Politics,عوام جي سهڪار سان اهڙين ڪوششن کي ناڪام بڻائينداسين.
Sports,سال جي بهترين مينز ٽيسٽ ٽيم جو اعلان، اسٽوڪس ڪپتان، بابر به جاءِ ٺاهڻ ۾ ڪامياب
Politics,جسٽس قاضي فائز عيسيٰ چيو آهي ته سياسي تقريرن کانپو غلط فهمي ختم ڪرڻ لا مون خطاب ڪيو.
Politics,اسلام آباد (ويب ڊيسڪ) اسلام آباد جي ڊسٽرڪٽ اينڊ سيشن ڪورٽ عمران خان ۽ بشريٰ بي بي جي غير شرعي نڪاح جي الزام جي ڪيس درخواست نه ٻڌڻي جوڳي قرار ڏئي ڇڏي.
Sports,ٽي ٽوئنٽي ورلڊ ڪپ کان اڳ ” ڪوهلي کي گرفتار ڪيو“ ڇو ٽرينڊ ڪري رهيو آهي؟
Politics,ماضي ۾ پلان ٺاهيو ويو هو ته هڪ وزيراعظم کي 10 سال هلائڻو هو، سپريم ڪورٽ ۽ چيف آف آرمي اسٽاف کي به ايترو مدو ڏيڻو هو، جنهن کي اتحادين ناڪام بڻايو
Crime,حيدرآباد: ڪرپشن ثابت ٿيڻ تي 6 سرڪاري ملازمن کي 10-10 سال قيد جي سزا
Sports,قومي وومين ٽيم ٽي 20 ورلڊ ڪپ 2024 لاءِ ڪواليفائي ڪري ورتو
Politics,تفصيل موجب وزيراعظم شهباز شريف سان جماعت اسلامي جي امير سراج الحق ٽه رڪني وفد سان گڏ ملاقات ڪئي
Crime,نئون ڪوٽ ۾ قتل ڪيل عورت جي ڏير ۽ سس کي 25 سال قيد
Crime,جتوئي-اوڍا تڪرار تان ٽي ڄڻا اغوا بعد قتل
Politics,هي 3/ 184 جو ڪيس ٺهي ئي نٿو، جسٽس جمال مندوخيل پاڻمرادي نوٽيس تي خدشا ظاهر ڪري ڇڏيا
Sports,تيونس جي ٽينس اسٽار جابر چارلسٽن اوپن جو فائنل کٽي ٽورنامينٽ جي نئين چيمپئين بڻجي وئي آهي، سوئٽرزلينڊ جي بلينڊا بينڪڪ کي اپ سيٽ شڪست ملي آهي.
Crime,خبر موجب ٽنڊومستي ڀرسان قومي شاھراهه تي تيز رفتار ٽرالر ٿاڻي اڳيان موٽر سائيڪل سوار روڊ ڪراس ڪندڙ تعلقه سوڀوديرو جي ڳوٺ مڏ واسي اڪنامڪ زون ٿاڻي تي ڊيوٽي ڪندڙ پوليس جمعدار سڪندر گلال مٿان چڙهي ويو، جنهن جي نتيجي ۾ ھو ٿڏي تي فوت ٿي ويو، جنهن جو لاش اڪنامڪ زون پوليس پوسٽ مارٽم لا سول اسپتال خيرپور منتقل ڪيو، جتان فوتي جو لاش ضروري ڪارروائي بعد وارثن حوالي ڪيو ويو، فوتي جو لاش گھر پھچڻ تي ڪھرام مچي ويو، ٻئي پاسي اڪنامڪ زون پوليس ٽرالر ڊرائيور محمد اعجاز کي ٽرالر سميت پنهنجي تحويل ۾ وٺي ڇڏيو.
Politics,آزاد ڪشمير جي قانون ساز اسيمبلي ۾ پي ڊي ايم وٽ 20 سيٽون آهن، جن مان 12 پيپلز پارٽي وٽ آهن
Crime,پوليس جو چوڻ آهي مارجي ويلن جي عمر ٽيهه کان سٺ سالن جي وچ ۾ آهي، واقعي جي حوالي سان وڌيڪ جاچ جاري آهي.
Politics,”اڄ به اسان جي هٿ جو ٺهيل ڪراچي هلي رهيو آهي، شهري چوڪيدار مٽائين“
Sports,انگلينڊ جو ليجنڊري ڪرڪيٽر جيمز اينڊريسن پاڪستاني ڪپتان بابراعظم جي دي هنڊريڊ ۾ ڪنهن بھ ٽيم پاران نھ کڄڻ تي حيرت جو اظهار ڪيو آهي.
Sports,پاڪستان خلاف سيريز لاءِ افغان اسڪواڊ جو اعلان، راشد خان ڪپتان مقرر
Politics,پ پ هر دور ۾ دهشتگردن جو نشانو بڻجندي رهي آهي: وڏو وزير
Crime,ڪرم ضلعي ۾ فائرنگ جا واقعا، 7 استادن سميت 8 ڄڻا مارجي ويا
Sports,ٽن ٻارن جي پيءُ هيثم موجب ٽيم جي ٺهڻ سندس زندگي کي تبديل ڪري ڇڏيو آهي.
Politics,اليڪشن ايڪٽ جي شق 69 موجب سڄي ملڪ ۾ قومي ۽ صوبائي اسيمبلين جون چونڊون هڪ ئي ڏينهن تي ٿيڻ گهرجن.
Crime,سانگهڙ ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Sports,قذافي اسٽيڊيم ۾ هزارين تماشائين جي موجودگي ۾ ميزبان ٽيم 200 رنسون ٺاهڻ بعد محمد رضوان جي ٽيم ملتان سلطانز کي 8 وڪيٽن تي 199 رنسن تائين قابو ڪيو، آخري بال تي کٽڻ لا ملتان کي چوڪي جي ضرورت هئي پر خوشدل شاهه صرف 2 رنسون ٺاهي رن آئوٽ ٿي ويو.
Sports,آءِ سي سي قانون موجب، ٽاپ 8ٽيمون ورلڊ ڪپ لاءِ سڌي ريت ڪواليفاءِ ڪري ويون آھن، جڏھن تھ 5ٽيمون جون جولاءِ ۾ زمبابوي ۾ ٿيندڙ ڪواليفائر کيڏنديون.
Crime,چيني اختيارين موجب، اهڙي قسم جي ڏوهه ۾ عام طور تي وڌ کان وڌ پنج سال جي سزا اچي سگهي ٿي
Crime,واضح رهي ته علي امين گنڊا پور خلاف اسلام آباد جي گولڙا پوليس اسٽيشن ۽ بکر ٿاڻن تي دهشتگردي ايڪٽ تحت ڪيس داخل ٿيل آهن.
Politics,وڏي وزير مراد علي شاهه جي نااهلي واري درخواست تي ٻڌڻي، ايڊووڪيٽ جنرل کان جواب طلب
Sports,قومي ڪرڪيٽ ٽيم جو چيف سليڪٽر مقرر ٿي ويو
Sports,سيريز ۾ سينيئر رانديگرن کي نون ڇوڪرن سان گڏ کيڏائڻ کپي ها: شاهد آفريدي
Politics,ڀارت مختلف مارڪيٽن ۾ اينڊرائڊ جي اونچائي برقرار رکڻ لاءِ گوگل پاران مبينا ورتل فيصلن تي سورنهن ڪروڙ اڻويهه لک ڊالرز (پنجٽيهه ارب پاڪستاني رپين کان وڌيڪ) جو ڏنڊ هنيو آهي.
Politics,سپريم ڪورٽ جي 5 رڪني بئنچ هجي يا فل بئنچ، اسان وقت تي چونڊون چاهيون ٿا:عمران خان
Politics,شاهد خاقان سُپريم ڪورٽ جي پاڻمرادي نوٽيس ڪيس ۽ عام چونڊن بابت وڏو بيان ڏئي ڇڏيو
Crime,خيرپور ۾ گهر ۾ ڦر، مزاحمت تي هٿياربندن هڪ ڄڻو کي زخمي ڪري ڇڏيو.
Politics,عمران خان گار گند واري ڪلچر کي هٿي ڏني: شرجيل ميمڻ
Sports,پنجاب ۾ اسپورٽس سيريز جو افتتاح، صحتمند معاشرن لاءِ راند اهم آهي: وهاب
Politics,هو درگذر سان تڪرار حل ڪرڻ ۾ ڪامياب ٿيندا، سڀني تي زور ڀريندو رهيو آهي ته موجوده صورتحال جو حل تلاش ڪريو
Crime,قائد آباد ملير مان هڪ شخص جو تشدد ٿيل لاش هٿ.
Crime,قمبر شهدادڪوٽ ۾ پروفيسر اجمل ساوند جي قتل تي حڪومتي خاموشي ۽ قاتل گرفتار نه ٿيڻ خلاف ڪوٽو موٽو چوڪ تي احتجاجي مظاهرو ڪيو ويو.
Politics,افغانستان لاءِ يورپي يونين جي خاص نمائندي ٿامس نڪولسن جو چوڻ آهي ته هو افغانستان کي اڪيلو ڪرڻ نٿا چاهين پر طالبان حڪومت کي تسليم ڪرڻ جي ميز تي نه آهن.
Crime,ڪراچي: بلديا ٽائون مان ٻارڙيءَ جي اغوا جو ڊراپ سين
Crime,ميرپورخاص ۾ متاثر ڪٽنب جو ڌمڪيون ملڻ خلاف احتجاج، تحفظ جي گهر
Crime,قادرپور ڀرسان ڌاڙيلن جو پوليس چوڪي تي حملو، اهلڪار شهيد، 2 زخمي
Sports,عمر اڪمل سان ناانصافي ٿي رهي آهي: ڪامران اڪمل
Sports,ڪرڪيٽ شوقينن لاءِ بُري خبر، پاڪستاني ٽيم جو اهم رانديگر ان فٽ
Sports,پاڪ – نيوزيلينڊ مقابلي دوران سڀني جو ڌيان ڇڪائيندڙ هيءَ ناري ڪير آهي؟ خبر پئجي وئي
Sports,لاهور: پي ايس ايل 8 ۾ ويسٽ انڊيز ۽ ڏکڻ آفريڪا سيريز ۾ شرڪت لاءِ 5 پرڏيهي ڪرڪيٽرن جو سفر ختم ٿي ويو آهي
Sports,شارجا ۾ ميڊيا سان ڳالهائيندي شاداب خان جو چوڻ هو تھ اسان ماڻهو ئي پنهنجي رانديگرن تي تنقيد ڪندا آهيون، بابراعظم ۽ محمد رضوان جيڪڏهن سٺو پرفارم ڪندا آهن تھ انهن جي اسٽرائيڪ ريٽ تي ڳالهائڻ شروع ڪيو ويندو آهي
Crime,رابطي ڪرڻ تي فوتي انور جي مامي ڪريم بخش خاصخيلي ٻڌايو ته ڪرنٽ لڳڻ سبب ڀاڻيجو فوت ٿيو آهي، وڌيڪ اسان کي ڪا خبر ناهي.
Sports,ڪراچي ۾ ڪيويز حاوي، پاڪستان تي ٻه رنسن جي سرسي، 4 وڪيٽون اڃا باقي
Politics,4 اپريل تي سنڌ حڪومت جي ماتحت ادارا بند رهندا، جڏهن ته وفاقي ادارا ۽ بئنڪون معمول موجب کليل رهنديون.
Politics,اسلام آباد :پرڏيهي وزير بلاول ڀٽو زرداري چيو آهي ته ڪير به بندوق جي زور تي ڳالهيون نٿو ڪرائي سگهي، ڊائيلاگ سياسي جماعتن جو ڪم آهي.
Politics,چئني اسيمبلين جون چونڊون 8 آڪٽوبر تي گڏ ٿينديون، ملڪ جي موجوده صورتحال جو ذميوار عمران نيازي آهي؛
Crime,سپر هاءِ وي تي فقيرا ڳڙهه وٽان لاش هٿ.
Sports,پرڏيهي ميڊيا موجب، ڪرسٽيانو رونالڊو سعودي عرب ڪلب النصر سان معاهدو بعد راڄڌاني رياض ۾ ترسيل جڏهن ته سندس گرل فرينڊ ۽ ٻار به ماحول سان ايڊجسٽ ٿيڻ جي ڪوشش ڪري رهيا آهن، پر سعودي عرب جا قانون يورپ جي ڀيٽ ۾ وڌيڪ سخت آهن.
Crime,ٽيڻو قتل ڪيس: ام رباب نوان تفصيل ڏئي ڇڏيا، انصاف جون اميدون روشن
Sports,قومي ٽيم جا 15 مهينن دوران ٽي 20 ۽ ون ڊي سيريز جا تفصيل جاري
Sports,ڪيويز خلاف 5 ون ڊي ۾ نه کيڏائڻ تي امام الحق مايوس، جذباتي پيغام جاري ڪري ڇڏيو
Politics,مڪاني چونڊن ۾ مبينا ڌانڌلي، جماعت اسلامي ۽ پي ٽي آءِ جو چار رڪني ڪميٽي جوڙڻ جو اعلان
