Aspect Category,News Headlines
Politics,پيپلز پارٽي محسن داوڙ جي ترميم جي حمايت ڪئي، جنهن کانپوءِ ماضي ۾ 184/3 جي متاثرن کي اپيل جو حق ڏيڻ واري ترميم منظور ڪئي وئي. بل پيش ڪرڻ کانپوءِ قومي اسيمبلي ۾ ڳالهائيندي جماعت اسلامي سان تعلق رکندڙ عبدالاڪبر چترالي چيو ته پاڪستان ڪيترن ئي مسئلن کي منهن ڏئي رهيو آهي، انهن سڀني کي ڏسڻ گهرجي، اسان پنهنجي ادارن کي مضبوط ڪرڻ چاهيون ٿا، سپريم ڪورٽ يا عدليه پنهنجو فرض نڀائي رهي آهي. سپريم ڪورٽ جا جج غلط پاڻمرادو نوٽيس وٺي رهيا آهن.
Politics,روس ۽ يوڪرين ۾ جنگي قيدين جي مٽاسٽا، برطانوي رضاڪارن جا مڙهه به واپس ڪيا ويا
Politics,پاڪستان کي 5 ڪردارن هن حال تي پهچايو آهي، انهن کي معافي نه ملڻ گهرجي:نواز شريف
Politics,عدالتي سڌارن وارو بل پاس ٿيڻ تي اڳواٽ واڌايون. پي ٽي آءِ جي منحرف ميمبر احمد حسين ڏهر پنهنجي خيالن جو اظهار ڪندي چيو ته مان بل پيش ڪرڻ ۽ پاس ڪرڻ وارن کي مبارڪباد ڏيان ٿو، هڪ وڪيل جي حيثيت سان اهو چوڻ چاهيان ٿو ته اهو اسان جو پراڻو مطالبو آهي.
Politics,وفاقي حڪومت شهزاد عطا الاهي کي اٽارني جنرل مقرر ڪري ڇڏيو
Crime,وارهه واسي مقتول نوجوان علي احمد بروهي جي ماءُ جو چيف جسٽس کان نوٽيس وٺڻ جو مطالبو
Sports,ممبئي ( ويب ڊيسڪ ) اڳوڻي ڀارتي ڪرڪيٽر ۽ ڪوچ پراوين هنگنيڪر جي گاڏي حادثي جو شڪار ٿي وئي، جنهن جي نتيجي ۾ اڳوڻو ڪرڪيٽر زخمي ۽ سندس گهرواري ٿڏي تي ئي فوت ٿي وئي آهي
Politics,اجلاس ۾ ڊيٿ ڪوٽا پاليسي جو جائزو وٺڻ لاءِ ڪميٽي جوڙي وئي.
Crime,سي ويو تي شراب جي نشي ۾ ڌُت گراھڪ جي ريسٽورانٽ ۾ فائرنگ، هڪ ملازم زخمي
Crime,وارثن ڊي آءِ جي لاڙڪاڻي ۽ ايس ايس پي ڪنڌڪوٽ-ڪشمور کان مطالبو ڪيو ته مغوي کي بازياب ڪرائي وارثن ۾ ڇائنيل بيچيني ختم ڪئي وڃي.
Sports,ٽيسٽ بعد هڪ ڏينهن واري فارميٽ ۾ به ڪينگروز جي ڪمان ڪمنز حوالي
Politics,ڪوٽڙي ۾ امن امان جي صورتحال خلاف ايس يو پي جو احتجاج.
Politics,پرڏيهي آفيس موجب ان موقعي تي ڳالهائيندي پرڏيهي وزير چيو ته پاڪستان ۽ ترڪيه جي وچ ۾ تاريخي گهرا ڀائراڻا عوامي لاڳاپا آهن، ٻئي ملڪ هر مشڪل گهڙيءَ ۾ هڪ ٻئي سان گڏ بيٺل رهيا آهن
Sports,قومي ڪرڪيٽر محمد عرفان مداحن کي خوشخبري ٻڌائي ڇڏي!
Crime,سوڊان ۾ هڪ عدالت 52 گئس سلينڊر چوري ڪندڙ ٽن جوابدارن جا هٿ ڪَپڻ جو حڪم ڏئي ڇڏيو.
Politics,ڪامران ٽيسوري سنڌ جي گورنر طور عهدي جو حلف کڻي ورتو
Crime,اوباڑو ۾ پوليس ڪارروائي، 4 جوابدار گرفتار.
Sports,دبئي (ويب ڊيسڪ ) انٽرنيشنل ڪرڪيٽ ڪائونسل ( آءِ سي سي ) ٽي ٽوئنٽي پليئرز رينڪنگ جاري ڪري ڇڏي آهي، جنهن تحت ڀارتي بيٽر سوريا ڪمار ياديو جي پهرين پوزيشن برقرار آهي.
Politics,بلاول خلاف نازيبا لفظ استعمال ڪرڻ تي شيخ رشيد خلاف ڪراچي ۾ ڪيس داخل
Politics,ايسوسيئيشن چيو آهي ته سياسي ڇڪتاڻ ۽ اختلافن جي نتيجي ۾ قوم ۾ سماجي فرق ۽ ورهاست اڳ کان وڌي وئي آهي
Politics,عمران خان ادارن کي بدنام ڪرڻ جي حد اورانگهي چڪو، کيس وڌيڪ برادشت نه ڪيو ويندو: آصف زرداري
Crime,ڀارتي رياست اڙيسا ۾ بيمار عورت کي زبردستي بس تان لاٿو ويو ۽ هن هاءِ وي تي ئي دم ڏئي ڇڏيو.
Politics,انفارميشن گروپ گريڊ 22 هين جي شاهيرا شاهد کي اسٽيبلشمينٽ ڊويزن ۾ رپورٽ ڪرڻ جي هدايت ڪئي وئي آهي.
Crime,ٽنڊوآدم: ٽنڊوآدم لڳ همراهه ڪارنهن الزام هيٺ پنهنجي جوان ڌي کي قتل ڪري ڇڏيو ۽ ٿاڻي تي پهچي گرفتاري پيش ڪئي.
Politics,راڻا ثناءُالله چيو ته معاملا حل ڪرڻ لاءِ گريٽر ڊائلاگ جي ضرورت آهي، هڪ بيان ڏيڻ سان هي معاملو حل نه ٿيندو.
Crime,ميرپور ماٿيلو ۾ پوليس ڪارروائي، هڪ جوابدار گرفتار، پوليس.
Politics,جيئي ڀٽو ڇڏيو، چئو جيئي عوام: ذوالفقار علي ڀٽو جونيئر
Crime,هن تي الزام هو ته هن سيپٽمبر 2018ع کان مئي 2020ع وچ ۾ جان وين جي بينڪ اڪائونٽ مان پيسا پنهنجي اڪائونٽ ۾ منتقل ڪيا.
Politics,نواز شريف سئو کان وڌيڪ پيشيون ڀوڳيون، اسان ڪيترين ملڪيتن کي باهيون ڏنيون؟.
Politics,اسلام آباد : قومي اسيمبلي چيف جسٽس جي پاڻمرادي نوٽيس بابت 8 رڪني بئنچ ٽوڙڻ جو ٺهراءُ اڪثريتي راءِ سان منظور ڪري ورتو آهي
Politics,وڏي وزير کان سماجي ڪارڪن جو سخت پڇاڻو، وڊيو وائرل
Politics,ڇا سندن قيادت به ايران ۽ سعودي قيادت جهيڙي عظمت جو مظاهرو ڪري سگهي ٿي؟.
Sports,انڊين ويلز ٽينس ٽورنامينٽ جي ڪوارٽر فائنل ۾ روس جي ٽينس اسٽار ڊينل ميدادوف مخالف اسپين جي رانديگر الجاندرو ديودووچ فوڪنا کي شڪست ڏئي سيمي فائنل ۾ پهچي ويو آهي
Sports,پاڪستان پهريون ڀيرو پروفيشنل باڪسنگ ۾ ورلڊ ٽائٽل پنهنجي نانءُ ڪري ورتو
Sports,بنگلاديش پهرين ٽي 20 ۾ انگلينڊ کي 6 وڪيٽن تان شڪست ڏئي ڇڏي
Crime,سڄي سنڌ ۾ بدامني وارو تاثر غلط آهي: وڏو وزير
Politics,چونڊون سڄي ملڪ ۾ گڏ ٿيڻ گهرجن، چونڊن تي ڳالهين لاءِ مڪمل طور تيار آهيون.
Politics,پ پ اڳواڻ فاروق ايڇ نائيڪ چيو آهي ته پيپلزپارٽي سڀ کان وڏي اسٽيڪ هولڊر آهي، اسان کي ٻڌو وڃي، اسان کي ٻڌڻ کانسواءِ قانوني گهرجون پوريون نه ٿينديون.
Politics,عمران خان واضح ڪيو ته هن ڪڏهن ته آرمي چيف کي ڳالهين جي دعوت نه ڏني آهي ۽ نه ئي شهباز شريف کي ڳالهين جي آڇ ڪئي آهي.
Politics,افغانستان دهشتگردي روڪرائي نه ته سڌي ڪاروائي ڪنداسين:پاڪستان
Politics,وزيراعظم شهباز طرفان ڳالهين لا ڏنل دعوت تي ڀارت جو ردعمل سامهون آيو آهي.
Crime,ڊاڪٽر بيربل قتل ڪيس ۾ اهم اڳڀرائي ،پوليس هڪ شخص کي گرفتار ڪري ورتو
Crime,سانوي مالو پنهنجي خط ۾ پوليس ڪمشنر کي ٻڌايو ته ستيش ڪوشڪ سندس مڙس کي پندرنهن ڪرڙ رُپين جو قرض ڏنو
Sports,هن وڌيڪ چيو ته اِهو ئي ڪارڻ آهي جو فخر ٽيم لاءِ تمام گهڻي اهميت رکي ٿو، ڇو جو اسان وٽ پهريان ئي ٽيم ۾ اهڙا رانديگر موجود آهي جيڪي سُست بيٽنگ ڪندا آهن ۽ سندس رنسن ۽ بالن جو انگ ساڳو ئي هوندو آهي، تنهنڪري وڏو هدف حاصل ڪرڻ ۾ فخرجو ڪردار گهڻو اهم هوندو آهي.
Crime,ماکي جي مکين 60 مسافرن مان 45 مسافرن تي حملو ڪيو جنهن ۾ 84 ورهين جي شخص ۽ 8 ورهين جي ٻارڙيءَ سوڌو 6 ڄڻا مارجي ويا.
Politics,سنڌ جي سڌ سماءَ واري وزير شرجيل انعام ميمڻ شيخ رشيد جي بيان تي ردعمل ڏيندي چيو آهي ته شيخ رشيد پنڊي شهر تي ڪارو داغ آهي، آصف علي زرداري تي الزام لڳائي سياسي منظرنامي ۾ رهڻ چاهي ٿو.
Politics,گڏيل پڌرنامي ۾ چيو ويو ته معاهدي جي حساب سان سعودي ۽ ايران 2 مهينن اندر سفارتخانا ٻيهر کوليندا، جڏهن ته هڪٻئي جي خودمختياري جو احترام ۽ اندروني معاملن ۾ مداخلت نه ڪرڻ به معاهدي ۾ شامل آهي. بيان ۾ چيو ويو ته اسان جو مقصد ٻنهي ملڪن وچ ۾ پاڙيسري طور سٺن لاڳاپن کي هٿي ڏيڻ ۽ اختلافن کي ڳالهه ٻول ۽ سفارتڪاري ذريعي حل ڪرڻ آهي، ٻنهي ملڪن جا پرڏيهي وزير معاهدي جي شرطن کي فعال بڻائڻ تي خيالن جي ڏي وٺ ڪرڻ لا هڪ اجلاس پڻ منعقد ڪندا. ان سان گڏوگڏ 2001ع جي سيڪيورٽي سهڪار واري معاهدي ۽ معيشت، سائنس ۽ راندين سميت مختلف شعبن ۾ سهڪار لا سال 1998ع واري معاهدي کي به فعال ڪيو ويندو.
Sports,ميڊيا مطابق ڪي پي ٽي ۾ جاري ايونٽ ۾ ويمنز فلائي ويٽ فائنل ۾ ڪي پي ٽي جي مريم آرمي جي رمشا کي شڪست ڏئي گولڊ ميڊل پنهنجي نالي ڪيو آهي.
Sports,رپورٽ ۾ چيو ويو آهي تھ اهو معاوضو اڪثريت ۾ فرسٽ ڪلاس ڪرڪيٽ کيڏندڙ رانديگرياڻين کي وڌيڪ فائدو ڏيندو، ڇوتھ ان ڄ ويمنز بگ بيش ليگ کيڏندڙن کي ترجيح ڏني وئي آهي.
Politics,آءِ جي سنڌ پاران ڊي آءِ جي حيدرآباد کي خط لکي درگاه جي سڪيورٽي سخت ڪرڻ جي هدايت.
Politics,آرمي چيف سان چيني پرڏيهي وزير ۽ افغان وقتي پرڏيهي وزير جي ڌار ڌار ملاقات
Politics,خواجا آصف چيو ته صدر پيوٽن روس يوڪرين تڪرار تي پاڪستان جي نقطئه نظر کي ساراهيو آهي.
Politics,شهباز گِل جي ميڊيڪل رپورٽ تي پي ٽي آءِ جو ردعمل به سامهون اچي ويو
Crime,آريان ڪيس ۾ شاهه رخ خان ۽ سي بي آئي آفيسر سمير جي ڳالهه ٻولهه ليڪ
Sports,بابر اعظم آءِ سي سي چيمپئنز ٽرافي 2017ع جي فاتح ٽيم ۾ شامل ھو.
Politics,پرڏيهي وزير جو چوڻ هو ته ايران به جلد سعودي عرب ۾ پنهنجو نئون سفير مقرر ڪندو
Politics,نتيجي ۾ پي ٽي آءِ ڪارڪنن ڪور ڪمانڊر هائوس کي کنڊر بڻائي ڇڏيو.
Crime,ڪلوئي ۾ گهرن کي باهه ڏيڻ خلاف متاثرن جو احتجاج
Sports,افغانستان جي بيٽنگ ڪوچ يونس خان جو پاڪستان جي ڪاميابي تي ردعمل
Crime,سچل پوليس جي ڪارروائي، 2 موٽرسائيڪل چور گرفتار
Sports,رپورٽ ۾ چيو ويو آهي تھ، نيوزيلينڊ جي بيٽرن 5 وڪيٽن تي 163 رنسون ٺاهيون، جنهن ۾ ڪپتان ٽام ليٿم 64 رنسن جي شاندار اننگز کيڏي، ڊيرل مچل 33 ۽ ول ينگ 17 رنسن سان نمايان رهيا، پاڪستاني بالرن شاهين آفريدي ۽ حارث رئوف 2،2 وڪيٽون ورتيون.
Sports,ميڊيا مطابق ڪيليفورنيا جي رياست ۾ جاري مقابلن دوران آمريڪا جي ايما نوارو پنهنجي هم وطن ڪيٽي مڪ نالي کي شڪست ڏني آهي.
Crime,گهوٽڪي ۽ اوباڑو مان يرغمالي بازياب.
Politics,پرڏيهي خابرو اداري موجب آمريڪي قومي سلامتي جي ترجمان جان ڪربي نئين ڳجهي ڄاڻ جو حوالو ڏيندي چيو آهي ته جنگ سبب روس جا هڪ لک ماڻهو مارجي چڪا آهن جن ۾ روس جا 20 هزار اهلڪار به شامل آهن جڏهن ته جنگ دوران روس جا 80 هزار فوجي زخمي ٿيا آهن.
Sports,ڪيمرون ڄائي ايمبولو ڪيمرون خلاف ئي گول ڪري سوئيٽزر لينڊ کي سوڀ ڏياري ڇڏي
Politics,سنڌ جي قومي اسيمبلي جي 9 تڪن سميت 37 تڪن ۾ ننڍي چونڊ ملتوي
Politics,فيبروري ۾ مهانگائي خلاف احتجاج جو اعلان، سيد انسانيت جو درس ڏنو: صنعان قريشي
Crime,سرجاني ٽائون ۾ پوليس مقابلو، 2 جوابدار زخمي حالت ۾ گرفتار، موٽرسائيڪل، موبائل ۽ هٿيار هٿ، پوليس.
Politics,هن وڌيڪ چيو ته پارليامينٽ تي روز حملا پيا ٿين، پارليامينٽ قانونسازي ڪري ٿي ته ان کي تسليم نٿو ڪيو وڃي، جنهن سان انتشار وڌڻ جا خطرا پيدا ٿي سگهن ٿا.
Politics,اجلاس ۾ ڊاڪٽر شهزاد وسيم چيو ته ناڻي وارو وزير ڪٿي آهي، اهي ڪهڙي ٻر ۾ لڪيل آهن؟
Politics,ڀارتي عورت پهلوانن بي جي پي جي پارليامينٽ ميمبر ۽ ريسلنگ فڊريشن آف انڊيا (ڊبليو ايف آءِ) جي صدر برج ڀوشن شرن سنگهه جي خلاف پوليس ۾ ڌار ڌار شڪايتون داخل ڪرايون، جنهن ۾ مٿس جنسي هراساني ۽ مجرماڻين ڌمڪين جو الزام آهي.
Politics,ريفرنس ۾ چيف جسٽس عمر عطا بنديال سان گڏوگڏ جسٽس اعجاز الاحسن، جسٽس منيب اختر، جسٽس مظاهر نقوي، جسٽس محمد علي مظهر، جسٽس عائشا اي ملڪ، جسٽس حسن اظهر رضوي ۽ جسٽس شاهد وحيد جا نالا شامل آهن.
Politics,نالو مٽائي سعودي عرب وڃڻ بابت ڪهڙو قانون آهي؟
Politics,حڪومت ۽ عدليه ۾ ٽڪراءٌ تيز، ٽن ريٽائرڊ ججن کان سيڪيورٽي واپس
Crime,عورت جو الزام آهي ته جيئن ئي هو پاڻي مان ٻاهر آئي ته ان شخص کيس هراسان ڪرڻ شروع ڪري ڇڏيو،
Politics,اٽارني جنرل چيو آرٽيڪل 245 تحت بنيادي حق معطل ٿيندا آهن. جسٽس منيب اختر چيو ڇا 2018 جي چونڊن ۾ بنيادي حق معطل ٿيا؟
Politics,چيئرمين پبلڪ اڪائونٽس ڪميٽي چيو آهي ته نيب جي آفيسرن کي پنهنجي اثاثن جو تفصيل ته ڏيڻو پوندو
Sports,پاڪستان وائيٽ واش نه ڪري سگهيو، ون ڊي ۾ پهرين پوزيشن کان به محروم، ڪيويز آخري مئچ ۾ ڪامياب
Politics,ٻئي طرف پرڏيهي وزير بلاول ڀٽو زرداري سعودي عرب جي پرڏيهي وزير شهزاده فيصل بن فرحان السعود سان ڪالهه اڱاري ڏينهن ٽيليفونڪ ڳالهه ٻولهه ڪئي.
Crime,وحشين ليڪا لتاڙي ڇڏيا، عورت کي ڪپڙن کان آجو ڪري شرمناڪ تشدد
Sports,ڀارت جي 5 ريسلرز کي قازقستان جي ايئرپورٽ تي انهن وٽان سرنجون نڪرڻ روڪيو ويو آهي.
Politics,سلامتي ڪميٽي سڀني تي زور ڏنو ته هو ملڪ جي سلامتي ۽ استحڪام لاءِ پنهنجو ڪردار ادا ڪن. ٻئي طرف اجلاس کان اڳ پارلياماني اڳواڻن جو اجلاس ٿيو، جنهن ۾ خالد مقبول صديقي، اسلم ڀوتاڻي، خالد مگسي، خرم دستگير، قانون واري وفاقي وزير نذير تارڙ ۽ ٻين اڳواڻن شرڪت ڪئي.
